crimedate,weekday,weekno,month,year,DECEPTIVE_PRACTICE,CRIMINAL_DAMAGE,BATTERY,INTERFERENCE_WITH_PUBLIC_OFFICER,OFFENSE_INVOLVING_CHILDREN,SEX_OFFENSE,OTHER_OFFENSE,THEFT,CRIMINAL_TRESPASS,ROBBERY,MOTOR_VEHICLE_THEFT,PUBLIC_PEACE_VIOLATION,WEAPONS_VIOLATION,BURGLARY,INTIMIDATION,LIQUOR_LAW_VIOLATION,ASSAULT,HOMICIDE,PROSTITUTION,GAMBLING,STALKING,KIDNAPPING,ARSON,OBSCENITY,CONCEALED_CARRY_LICENSE_VIOLATION,PUBLIC_INDECENCY,HUMAN_TRAFFICKING,RITUALISM,DOMESTIC_VIOLENCE,NARCOTICS,CRIMINAL_SEXUAL_ASSAULT,NON_CRIMINAL,TOTAL_CRIMES
2016-01-19,3,3,1,2016,52,64,97,1,3,1,46,139,16,28,39,4,4,47,0,0,32,1,1,0,0,0,0,1,1,0,0,0,0,33,0,0,610
2016-01-20,4,3,1,2016,50,66,106,1,3,5,31,161,12,29,28,7,4,37,0,0,41,1,0,0,1,0,0,0,0,0,0,0,0,35,1,0,619
2016-01-21,5,3,1,2016,41,65,88,2,5,0,47,154,15,39,29,6,3,46,0,0,49,3,0,0,0,3,2,0,0,0,0,0,0,34,3,0,634
2016-01-22,6,3,1,2016,43,89,107,2,4,1,34,176,12,34,38,6,9,38,0,3,40,0,3,0,0,1,2,2,0,0,0,0,0,54,3,0,701
2016-01-23,7,3,1,2016,45,92,143,3,0,2,43,177,16,35,31,1,9,38,1,3,32,2,2,0,0,1,1,0,0,0,0,0,0,42,2,0,721
2016-01-24,1,3,1,2016,26,90,140,2,4,1,50,141,22,40,48,1,14,32,0,1,31,3,0,1,0,0,0,0,0,0,0,0,0,26,2,0,675
2016-01-25,2,4,1,2016,55,80,146,0,7,1,49,166,22,43,27,7,7,45,1,1,43,5,0,0,0,1,2,0,0,0,0,0,0,33,3,0,744
2016-01-26,3,4,1,2016,61,67,90,1,5,2,52,123,17,32,32,5,6,40,0,0,53,4,1,0,2,0,2,0,0,0,0,0,0,42,3,0,640
2016-01-27,4,4,1,2016,67,70,118,2,5,0,31,153,21,39,36,3,9,33,0,0,41,1,3,0,0,0,4,0,0,0,0,0,0,33,0,0,669
2016-01-28,5,4,1,2016,50,70,105,3,8,1,44,164,21,33,21,3,14,46,1,2,46,1,11,0,0,0,0,0,0,0,0,0,0,103,4,0,751
2016-01-29,6,4,1,2016,57,73,117,1,5,1,41,173,18,43,45,7,3,66,0,1,38,2,3,1,0,0,3,0,0,0,0,0,0,45,2,1,746
2016-01-30,7,4,1,2016,51,106,162,6,6,2,39,171,21,20,32,3,11,23,0,0,41,3,1,1,1,0,1,0,0,0,0,0,0,37,4,0,742
2016-01-31,1,4,1,2016,23,89,159,1,6,1,45,131,12,37,37,1,10,34,1,2,40,1,0,0,0,2,2,1,0,0,0,0,0,25,5,0,665
2016-02-01,2,5,2,2016,138,74,123,1,12,6,68,160,22,42,34,6,9,52,0,0,47,2,0,0,0,1,0,0,0,0,1,0,0,47,7,0,852
2016-02-02,3,5,2,2016,74,62,104,3,7,9,37,124,12,20,29,4,3,42,0,0,33,2,4,0,0,0,3,1,0,0,0,0,0,38,2,1,614
2016-02-03,4,5,2,2016,57,77,109,2,7,2,59,145,13,31,30,6,9,33,0,0,49,2,5,0,0,0,2,0,0,0,0,0,0,42,1,0,681
2016-02-04,5,5,2,2016,48,82,117,2,2,0,46,130,14,23,25,3,14,35,0,0,54,9,3,0,0,2,1,0,0,0,0,0,0,53,7,0,670
2016-02-05,6,5,2,2016,48,73,117,1,3,5,49,149,17,26,26,5,5,44,1,0,36,0,0,1,0,0,2,0,0,0,0,0,0,48,4,0,660
2016-02-06,7,5,2,2016,65,86,127,3,6,2,40,143,11,27,28,5,13,28,0,3,49,1,3,0,1,2,2,0,0,0,0,0,0,42,7,1,695
2016-02-07,1,5,2,2016,27,90,140,1,8,2,58,130,14,22,33,2,6,18,0,1,28,1,0,0,0,0,1,0,0,0,0,0,0,29,5,1,617
2016-02-08,2,6,2,2016,46,66,92,5,6,2,41,133,12,21,23,5,9,31,0,0,42,1,0,0,0,1,0,0,0,0,0,0,0,29,5,0,570
2016-02-09,3,6,2,2016,49,49,103,0,7,1,45,130,15,17,21,3,4,19,1,1,37,0,1,0,1,1,1,0,1,0,0,0,0,34,4,0,545
2016-02-10,4,6,2,2016,59,56,88,1,4,2,51,104,13,17,29,2,8,22,0,2,50,3,6,0,0,1,1,0,0,0,0,0,0,43,1,2,565
2016-02-11,5,6,2,2016,48,49,106,0,6,1,50,139,15,26,28,1,5,23,1,0,30,1,5,0,0,0,1,0,1,0,0,0,0,43,3,0,582
2016-02-12,6,6,2,2016,67,63,91,1,8,6,40,149,14,21,28,3,7,25,0,1,41,0,1,0,1,0,2,0,0,0,0,0,0,73,3,1,646
2016-02-13,7,6,2,2016,40,66,110,2,6,2,35,137,12,25,35,3,8,20,0,2,38,3,3,0,0,0,0,0,0,0,0,0,0,48,1,1,597
2016-02-14,1,6,2,2016,27,55,125,1,2,3,36,90,18,26,27,3,7,26,0,0,32,4,1,0,0,0,0,0,0,0,0,0,0,28,3,0,514
2016-02-15,2,7,2,2016,50,54,100,2,5,1,41,108,9,22,23,6,1,27,0,0,45,0,0,0,0,0,2,0,0,0,0,0,0,54,3,0,553
2016-02-16,3,7,2,2016,53,64,111,1,4,2,32,149,17,29,34,2,7,24,0,0,52,3,1,0,0,0,0,0,0,0,0,0,0,36,4,0,625
2016-02-17,4,7,2,2016,59,61,131,0,3,3,43,125,21,20,25,5,4,35,0,0,51,1,1,0,1,0,0,0,0,0,0,0,0,50,1,1,641
2016-02-18,5,7,2,2016,43,78,113,3,6,2,47,175,14,29,27,3,5,36,2,0,45,1,4,0,2,0,0,1,0,0,0,0,0,44,1,0,681
2016-02-19,6,7,2,2016,51,104,112,1,9,2,53,181,23,23,36,4,15,38,0,2,48,0,5,2,0,0,3,0,0,0,0,0,0,60,3,0,775
2016-02-20,7,7,2,2016,53,85,165,0,4,3,39,126,15,32,30,3,10,27,0,0,50,3,4,0,0,1,2,0,0,0,0,0,0,47,3,0,702
2016-02-21,1,7,2,2016,27,108,172,1,4,4,41,138,15,33,21,5,4,15,1,1,50,2,1,0,0,0,1,1,0,0,0,0,0,54,7,0,706
2016-02-22,2,8,2,2016,49,75,129,3,5,1,37,135,16,26,25,3,7,35,0,0,40,3,0,0,0,1,0,0,0,0,0,0,0,47,2,0,639
2016-02-23,3,8,2,2016,50,54,128,2,5,1,49,143,22,19,29,5,8,36,0,0,36,0,0,1,0,0,1,0,1,0,0,0,0,33,7,0,630
2016-02-24,4,8,2,2016,43,58,107,0,11,4,50,129,12,21,23,3,5,30,0,0,42,3,0,0,0,0,1,0,0,0,0,0,0,35,1,0,578
2016-02-25,5,8,2,2016,58,66,110,1,8,1,50,145,20,13,36,2,8,23,1,1,52,0,5,0,0,0,2,0,0,1,0,0,0,95,1,0,699
2016-02-26,6,8,2,2016,66,76,151,3,7,3,47,162,17,30,31,4,9,28,0,1,44,1,10,0,0,0,1,0,0,0,0,0,0,45,4,0,740
2016-02-27,7,8,2,2016,55,97,143,1,8,1,37,154,16,24,33,4,7,18,0,2,37,1,3,0,0,0,0,0,1,0,0,0,0,41,7,1,691
2016-02-28,1,8,2,2016,32,86,154,0,7,3,41,122,9,23,37,5,8,21,0,0,33,0,4,0,1,0,1,0,0,0,0,0,0,33,4,0,624
2016-02-29,2,9,2,2016,45,75,119,3,6,3,55,151,10,14,29,6,9,31,1,0,50,0,0,0,0,0,1,0,0,0,0,0,0,32,6,0,646
2016-03-01,3,9,3,2016,140,65,99,1,19,6,79,168,17,24,31,5,5,29,0,3,53,2,2,0,1,1,0,1,0,0,1,0,0,52,13,0,817
2016-03-02,4,9,3,2016,39,47,106,3,5,1,46,138,19,19,25,6,9,33,0,0,44,3,1,0,0,1,0,0,0,0,0,0,0,59,2,1,607
2016-03-03,5,9,3,2016,58,62,90,1,2,1,42,140,15,22,21,4,8,37,1,1,48,0,0,1,0,0,1,0,0,0,0,0,0,58,3,0,616
2016-03-04,6,9,3,2016,50,93,107,3,9,2,45,144,17,23,29,3,7,40,1,0,52,2,1,0,1,0,1,0,0,0,0,0,0,69,3,0,702
2016-03-05,7,9,3,2016,40,84,134,1,8,1,45,163,22,25,31,3,10,34,0,1,51,0,1,0,1,0,0,1,0,0,0,0,0,36,7,0,699
2016-03-06,1,9,3,2016,42,103,142,7,6,1,56,141,17,25,37,3,5,21,1,2,44,0,0,0,1,2,0,0,0,0,0,0,0,53,5,0,714
2016-03-07,2,10,3,2016,73,94,132,4,3,2,51,165,18,26,30,4,9,40,0,0,67,1,1,1,0,1,0,0,0,0,0,0,0,66,5,1,794
2016-03-08,3,10,3,2016,40,102,151,3,3,3,63,159,12,34,11,11,14,28,0,0,49,1,2,2,0,0,3,0,0,0,0,0,0,30,2,0,723
2016-03-09,4,10,3,2016,50,65,145,2,8,1,56,125,12,23,8,7,16,27,0,0,73,3,0,0,0,0,0,0,0,0,0,0,0,55,3,0,679
2016-03-10,5,10,3,2016,52,105,116,0,4,3,56,149,20,23,28,6,4,31,1,0,51,2,0,0,0,0,2,0,0,0,0,0,0,61,2,0,716
2016-03-11,6,10,3,2016,50,77,136,5,11,5,52,165,24,20,23,4,10,30,0,0,50,3,1,1,0,0,2,0,0,0,0,0,0,59,4,1,733
2016-03-12,7,10,3,2016,32,99,172,1,2,2,57,166,13,27,30,4,14,23,0,4,58,1,0,0,0,0,2,0,1,0,0,0,0,30,7,0,745
2016-03-13,1,10,3,2016,38,78,146,2,10,4,35,136,13,18,18,0,9,31,0,2,44,1,2,0,1,1,2,0,0,0,0,0,0,33,4,0,628
2016-03-14,2,11,3,2016,64,75,125,2,10,3,46,141,17,22,23,3,9,43,1,0,49,1,0,0,1,1,3,0,0,0,0,0,0,42,3,0,684
2016-03-15,3,11,3,2016,57,73,129,1,8,3,51,157,16,30,14,7,11,33,0,0,59,4,4,1,0,1,1,0,0,0,0,0,0,47,5,1,713
2016-03-16,4,11,3,2016,60,84,150,3,8,2,51,143,15,28,22,8,13,38,0,1,59,1,3,1,0,0,4,1,0,0,0,0,0,47,3,0,745
2016-03-17,5,11,3,2016,51,90,141,2,9,2,49,171,15,23,31,3,13,32,0,0,49,1,7,0,1,0,0,0,0,0,0,0,0,42,6,0,738
2016-03-18,6,11,3,2016,59,102,148,6,12,0,44,161,19,29,27,8,8,36,1,4,47,3,0,1,1,1,2,1,0,0,0,0,0,65,6,0,791
2016-03-19,7,11,3,2016,47,89,141,2,5,1,33,147,24,22,33,4,8,32,0,1,42,0,14,1,2,1,1,0,0,0,0,0,0,44,5,0,699
2016-03-20,1,11,3,2016,36,93,157,2,4,1,51,136,16,26,27,2,10,22,0,0,50,2,3,0,0,2,1,0,0,0,0,0,0,38,6,0,685
2016-03-21,2,12,3,2016,60,76,127,5,5,2,66,126,16,24,28,4,7,40,0,1,63,1,0,1,0,0,3,0,0,0,0,0,0,41,1,1,698
2016-03-22,3,12,3,2016,43,80,156,5,11,3,48,148,9,20,24,6,16,35,0,0,62,2,6,0,0,1,1,0,0,0,0,0,0,42,4,0,722
2016-03-23,4,12,3,2016,48,61,129,2,6,1,58,155,18,30,30,1,5,40,1,0,55,3,0,0,0,1,2,0,1,0,0,0,0,35,4,0,686
2016-03-24,5,12,3,2016,48,80,140,4,7,2,54,130,13,32,36,3,3,37,0,2,39,0,0,1,0,0,1,0,0,0,0,0,0,42,3,0,677
2016-03-25,6,12,3,2016,46,90,126,1,9,3,56,169,18,21,30,5,12,33,1,1,45,0,2,1,0,0,0,0,0,0,0,0,0,43,3,1,716
2016-03-26,7,12,3,2016,46,102,161,3,6,1,41,148,10,24,26,5,16,37,0,4,52,1,3,0,1,0,2,0,0,0,0,0,0,44,2,0,735
2016-03-27,1,12,3,2016,17,86,155,3,13,0,44,126,12,25,22,6,3,30,0,0,46,0,3,0,0,0,1,0,0,0,0,0,0,31,8,0,631
2016-03-28,2,13,3,2016,54,78,151,3,6,3,54,151,17,28,23,6,6,48,0,0,57,0,0,1,0,0,1,0,0,0,0,0,0,52,2,0,741
2016-03-29,3,13,3,2016,50,75,140,3,3,1,56,150,18,31,25,5,9,39,0,0,56,1,0,1,0,1,4,0,0,0,0,0,0,64,7,0,739
2016-03-30,4,13,3,2016,40,71,140,3,7,2,48,179,14,28,15,3,8,32,1,0,69,3,0,0,0,0,1,0,0,0,0,0,0,51,1,0,716
2016-03-31,5,13,3,2016,55,59,185,2,5,3,46,164,14,33,23,2,12,37,0,0,58,3,2,0,0,0,0,0,0,0,0,0,0,45,5,1,754
2016-04-01,6,13,4,2016,116,77,124,4,17,6,75,179,13,28,18,5,3,33,2,1,57,1,6,0,1,2,2,0,0,0,0,0,0,44,12,0,826
2016-04-02,7,13,4,2016,52,76,126,4,9,2,40,146,18,27,19,5,10,24,0,1,39,0,4,0,1,0,0,0,0,0,0,0,0,45,3,0,651
2016-04-03,1,13,4,2016,50,64,165,2,7,2,45,170,15,24,29,6,12,15,0,0,48,1,6,0,0,0,1,0,0,0,0,0,0,41,3,0,706
2016-04-04,2,14,4,2016,67,72,109,2,8,2,50,152,17,22,26,1,7,38,0,0,40,1,0,1,1,0,1,0,0,0,0,0,0,40,3,0,660
2016-04-05,3,14,4,2016,55,77,111,4,7,0,55,147,18,23,13,5,13,35,0,0,44,1,1,0,0,0,2,0,0,0,0,0,0,60,3,1,675
2016-04-06,4,14,4,2016,36,68,135,3,8,3,46,148,20,19,15,2,11,24,0,0,49,3,2,0,0,2,1,0,0,0,0,0,0,62,3,0,660
2016-04-07,5,14,4,2016,46,75,130,3,7,0,52,151,18,26,31,5,10,34,0,1,51,2,4,0,0,1,1,0,0,0,0,0,0,92,2,0,742
2016-04-08,6,14,4,2016,42,81,96,4,8,2,41,150,17,23,34,6,4,25,0,3,36,2,4,1,0,1,2,0,0,0,0,0,0,40,4,0,626
2016-04-09,7,14,4,2016,56,78,124,0,8,4,45,160,18,22,29,5,6,19,0,4,48,2,5,0,2,1,1,0,0,0,0,0,0,44,8,0,689
2016-04-10,1,14,4,2016,52,93,147,7,11,4,56,145,16,30,23,5,7,21,0,1,35,2,0,1,0,2,2,0,0,0,0,0,0,39,5,0,704
2016-04-11,2,15,4,2016,73,82,109,1,3,2,47,136,16,33,27,6,8,35,1,0,55,2,0,2,0,0,1,0,0,0,0,0,0,33,4,0,676
2016-04-12,3,15,4,2016,68,71,112,3,6,3,43,156,15,26,23,7,11,36,2,1,54,1,4,0,0,0,1,0,0,0,0,0,0,57,1,0,701
2016-04-13,4,15,4,2016,63,77,140,1,5,0,41,123,14,26,36,4,14,33,1,1,68,1,6,3,0,0,4,0,0,0,0,0,0,50,3,0,714
2016-04-14,5,15,4,2016,50,92,121,6,7,2,34,151,18,18,18,4,11,39,1,2,56,0,2,3,0,0,1,0,0,0,0,0,0,51,3,0,690
2016-04-15,6,15,4,2016,63,79,122,4,5,3,52,199,18,23,40,6,10,36,0,1,52,3,1,4,0,1,1,1,0,0,0,0,0,84,3,0,811
2016-04-16,7,15,4,2016,30,81,173,6,10,2,51,155,17,25,26,4,21,32,0,0,57,1,1,1,0,0,2,0,0,0,0,0,0,37,2,0,734
2016-04-17,1,15,4,2016,34,96,182,1,5,1,46,138,15,25,32,5,11,27,0,0,38,1,6,1,0,1,1,0,0,0,0,0,0,38,4,0,708
2016-04-18,2,16,4,2016,59,87,134,3,9,0,35,168,26,32,31,12,13,29,0,0,51,0,2,1,1,0,3,0,0,0,0,0,0,36,5,0,737
2016-04-19,3,16,4,2016,54,82,149,2,3,0,28,171,17,16,27,4,10,28,0,0,51,2,3,1,1,0,4,1,0,0,0,0,0,47,2,0,703
2016-04-20,4,16,4,2016,50,82,121,1,6,1,41,150,22,28,25,7,14,36,0,2,42,1,5,0,0,1,1,0,0,0,0,0,0,49,4,0,689
2016-04-21,5,16,4,2016,56,78,125,1,5,2,54,155,25,19,21,4,14,30,0,0,60,0,9,3,0,0,1,0,0,0,0,0,0,48,4,0,714
2016-04-22,6,16,4,2016,46,83,137,2,12,2,51,164,15,26,29,2,13,39,0,0,39,2,6,0,0,2,2,0,0,0,0,0,0,55,1,0,728
2016-04-23,7,16,4,2016,38,95,154,3,5,3,54,135,13,20,17,6,12,30,0,4,51,2,7,0,1,1,1,0,1,0,0,0,0,33,6,0,692
2016-04-24,1,16,4,2016,35,93,174,4,7,3,45,151,11,24,21,6,12,24,0,0,65,3,6,1,1,1,3,0,0,0,1,0,0,58,6,0,755
2016-04-25,2,17,4,2016,47,86,155,2,4,3,58,162,20,30,25,3,5,39,0,0,65,2,0,0,1,1,1,0,0,0,0,0,0,42,7,0,758
2016-04-26,3,17,4,2016,54,69,125,5,10,1,48,138,17,30,27,3,11,41,0,1,47,2,5,0,0,1,2,0,0,0,0,0,0,51,4,1,693
2016-04-27,4,17,4,2016,38,63,128,3,6,2,58,132,18,40,23,3,3,36,1,0,54,0,5,0,0,0,0,1,0,0,0,0,0,44,3,0,661
2016-04-28,5,17,4,2016,55,78,137,4,5,5,52,157,21,29,27,4,3,47,1,0,50,0,6,0,0,0,2,0,0,0,0,0,0,45,3,0,731
2016-04-29,6,17,4,2016,44,86,140,4,7,2,41,160,6,32,22,4,2,34,0,1,63,0,4,0,1,1,1,0,0,0,0,0,0,57,7,0,719
2016-04-30,7,17,4,2016,38,71,125,2,2,3,37,145,11,25,22,3,3,27,0,2,43,2,3,0,0,0,1,0,1,0,0,0,0,37,2,0,605
2016-05-01,1,17,5,2016,106,79,148,3,18,6,67,162,15,39,38,5,4,28,1,0,58,0,0,0,3,0,1,0,0,0,0,0,0,26,11,1,819
2016-05-02,2,18,5,2016,57,73,135,6,5,0,57,176,17,32,33,11,10,34,0,0,53,5,0,0,1,0,1,1,0,0,0,0,0,45,4,0,756
2016-05-03,3,18,5,2016,54,64,133,4,9,5,60,155,11,36,24,8,19,33,0,2,61,2,6,1,0,0,0,0,0,0,0,0,0,45,5,0,737
2016-05-04,4,18,5,2016,41,82,132,3,7,2,48,125,21,34,21,5,12,24,0,0,55,3,3,1,1,1,1,0,0,0,0,0,0,55,5,0,682
2016-05-05,5,18,5,2016,52,73,112,3,8,3,49,175,19,22,25,5,6,34,0,0,50,0,4,0,0,2,0,0,0,0,0,0,0,51,4,0,697
2016-05-06,6,18,5,2016,63,100,160,0,10,4,47,179,18,34,30,3,7,30,0,1,57,2,0,0,0,2,1,0,0,0,0,0,0,42,4,0,794
2016-05-07,7,18,5,2016,54,105,172,1,5,2,27,167,20,35,30,2,8,32,0,2,50,4,0,0,0,0,2,0,0,0,0,0,0,14,9,0,741
2016-05-08,1,18,5,2016,42,92,195,9,8,2,41,125,19,33,25,3,15,22,1,0,54,4,0,0,1,2,0,0,0,0,0,0,0,32,4,0,729
2016-05-09,2,19,5,2016,55,84,155,5,8,3,47,146,19,25,23,4,10,44,0,0,51,4,0,0,0,0,1,1,0,0,0,0,0,43,2,1,731
2016-05-10,3,19,5,2016,52,86,132,1,7,2,54,136,17,23,29,7,14,45,1,0,59,3,0,0,0,0,2,0,0,0,0,0,0,41,1,0,712
2016-05-11,4,19,5,2016,57,79,117,1,7,3,42,174,19,33,29,7,7,43,1,0,79,3,7,2,0,0,1,0,0,0,0,0,0,44,3,0,758
2016-05-12,5,19,5,2016,45,66,149,3,7,1,37,161,19,23,22,6,11,39,0,0,44,2,1,1,0,1,1,0,0,1,0,0,0,49,1,0,690
2016-05-13,6,19,5,2016,58,93,144,2,8,1,53,186,28,26,30,5,13,40,0,0,60,1,4,2,1,0,0,0,0,1,0,0,0,47,5,0,808
2016-05-14,7,19,5,2016,36,90,134,1,4,2,62,161,15,28,21,4,10,36,0,1,51,4,3,0,0,1,6,0,0,0,0,0,0,50,3,0,723
2016-05-15,1,19,5,2016,30,96,175,3,4,2,54,158,21,29,20,2,13,28,0,0,53,4,0,1,0,0,1,0,0,0,0,0,0,40,5,0,739
2016-05-16,2,20,5,2016,59,85,141,0,10,2,58,166,19,42,15,5,13,32,0,0,65,4,0,1,1,0,5,0,0,0,0,0,0,52,7,0,782
2016-05-17,3,20,5,2016,45,71,118,0,11,3,60,144,18,30,24,10,10,41,0,0,48,1,4,0,0,2,3,0,0,0,0,0,0,45,4,0,692
2016-05-18,4,20,5,2016,42,105,152,3,3,1,42,176,27,31,25,8,11,53,1,0,61,2,6,0,0,0,2,0,0,0,0,0,0,46,3,0,800
2016-05-19,5,20,5,2016,39,94,136,2,4,1,52,158,13,27,28,4,15,39,1,0,52,1,7,1,0,0,1,0,0,0,0,0,0,84,4,0,763
2016-05-20,6,20,5,2016,51,116,142,3,5,2,51,169,22,30,30,5,15,39,1,0,55,3,1,0,0,1,3,0,0,0,0,0,0,55,4,1,804
2016-05-21,7,20,5,2016,43,117,169,5,7,3,49,166,20,33,17,4,11,47,0,1,47,3,5,0,1,0,3,0,0,0,0,0,0,37,4,0,792
2016-05-22,1,20,5,2016,22,81,182,7,8,1,43,172,17,31,28,3,10,28,0,2,56,1,1,1,0,0,2,0,0,0,0,0,0,48,6,0,750
2016-05-23,2,21,5,2016,56,74,131,4,7,3,60,175,18,38,23,3,16,41,2,1,74,0,0,3,1,0,1,0,0,0,0,0,0,45,6,0,782
2016-05-24,3,21,5,2016,53,97,155,3,4,0,41,169,24,27,29,10,10,43,1,0,77,1,5,1,0,0,2,1,0,0,0,0,0,46,4,0,803
2016-05-25,4,21,5,2016,49,79,165,3,5,6,51,149,18,18,27,3,10,38,0,1,55,0,0,0,0,0,1,0,0,0,0,0,0,34,8,0,720
2016-05-26,5,21,5,2016,38,78,171,1,5,3,65,173,15,24,34,4,6,33,0,2,58,2,1,1,1,0,2,0,0,0,0,0,0,43,5,0,765
2016-05-27,6,21,5,2016,35,88,148,1,11,6,59,187,23,30,35,9,9,37,1,1,54,4,2,0,1,1,1,0,0,0,0,0,0,50,7,0,800
2016-05-28,7,21,5,2016,30,99,169,3,6,4,46,189,15,34,31,4,13,22,0,0,54,3,8,2,1,0,3,0,0,1,0,0,0,48,6,0,791
2016-05-29,1,21,5,2016,26,109,209,8,5,4,46,144,24,35,25,4,15,36,0,0,54,0,1,1,0,0,3,0,1,0,0,0,0,46,2,0,798
2016-05-30,2,22,5,2016,28,101,201,2,9,1,50,169,12,39,26,6,13,30,0,2,76,2,1,1,0,1,1,0,0,0,0,0,0,44,5,0,820
2016-05-31,3,22,5,2016,50,77,133,0,4,1,64,155,22,40,26,5,6,35,1,1,68,1,0,1,1,0,4,1,0,0,1,0,0,54,5,0,756
2016-06-01,4,22,6,2016,128,88,131,6,23,16,74,183,21,35,35,7,14,31,1,1,71,4,2,1,0,0,1,0,0,0,0,0,0,46,14,0,933
2016-06-02,5,22,6,2016,52,91,165,4,7,5,51,178,21,31,28,9,11,30,0,2,60,1,0,0,0,3,2,0,1,0,0,0,0,44,4,0,800
2016-06-03,6,22,6,2016,46,75,173,4,8,3,64,177,21,24,30,5,13,40,0,3,64,3,2,1,1,0,0,1,0,0,0,0,0,58,6,0,822
2016-06-04,7,22,6,2016,102,92,193,3,5,2,45,162,18,23,20,5,12,28,0,0,60,5,0,2,0,0,1,0,1,0,0,0,0,40,8,0,827
2016-06-05,1,22,6,2016,69,79,164,2,9,1,38,170,15,37,34,4,12,26,0,0,66,3,0,1,0,0,1,0,0,0,0,0,0,42,4,0,777
2016-06-06,2,23,6,2016,74,88,159,2,5,4,58,169,15,29,33,3,13,29,0,2,58,2,0,0,1,1,1,0,0,0,0,0,0,43,3,0,792
2016-06-07,3,23,6,2016,77,87,127,1,6,1,37,150,19,35,27,4,17,35,0,2,72,0,2,0,3,0,1,0,0,0,0,0,0,49,2,0,754
2016-06-08,4,23,6,2016,52,79,111,5,2,0,42,175,26,38,25,6,17,34,0,1,69,2,4,0,0,2,1,0,0,0,0,0,0,50,3,0,744
2016-06-09,5,23,6,2016,78,77,141,5,5,6,51,148,11,17,32,5,16,35,0,0,48,1,3,1,0,1,0,0,0,0,0,0,0,39,5,0,725
2016-06-10,6,23,6,2016,53,90,135,3,13,2,41,195,19,18,30,1,10,43,0,0,61,2,0,0,0,0,1,0,0,0,0,0,0,44,3,1,765
2016-06-11,7,23,6,2016,48,114,198,3,6,2,48,195,8,25,22,12,11,24,0,0,46,4,1,1,1,0,0,0,0,0,0,0,0,43,3,0,815
2016-06-12,1,23,6,2016,21,104,191,5,3,4,53,196,26,27,34,1,15,34,0,3,61,4,2,2,0,0,2,0,0,0,0,0,0,54,7,1,850
2016-06-13,2,24,6,2016,75,86,173,4,7,2,48,177,20,25,39,7,8,32,0,0,50,1,0,1,0,0,0,0,1,0,0,0,0,33,5,0,794
2016-06-14,3,24,6,2016,74,78,173,1,5,0,61,170,23,29,32,7,10,41,1,1,63,4,8,1,0,2,1,0,0,0,0,0,0,48,2,0,835
2016-06-15,4,24,6,2016,60,86,149,2,10,1,51,168,19,44,19,9,12,30,0,1,65,1,5,2,1,1,1,0,0,0,0,0,0,49,4,0,790
2016-06-16,5,24,6,2016,45,85,146,3,8,3,65,195,15,29,32,7,14,43,1,0,68,7,6,0,0,0,4,1,0,1,0,0,0,37,5,0,820
2016-06-17,6,24,6,2016,57,91,161,1,14,4,55,183,19,26,31,6,12,44,2,0,65,2,1,1,0,3,1,0,0,0,0,0,0,41,9,0,829
2016-06-18,7,24,6,2016,31,102,178,5,11,5,41,185,8,28,26,2,10,34,0,0,44,7,1,2,0,1,0,0,0,0,0,0,0,34,8,0,763
2016-06-19,1,24,6,2016,26,85,234,9,13,3,37,174,10,38,34,6,12,40,0,0,56,3,0,0,0,2,3,0,0,0,0,0,0,22,4,0,811
2016-06-20,2,25,6,2016,56,88,198,3,8,7,62,172,25,31,38,3,9,45,2,2,62,2,0,0,1,0,1,0,0,0,0,0,0,36,7,0,858
2016-06-21,3,25,6,2016,47,97,171,2,6,3,60,190,24,31,35,6,9,28,0,1,68,1,0,0,1,2,2,0,0,0,0,0,0,34,6,0,824
2016-06-22,4,25,6,2016,54,76,153,6,2,0,50,162,23,36,23,9,8,34,0,0,60,1,1,0,2,1,2,1,0,0,0,0,0,39,6,0,749
2016-06-23,5,25,6,2016,51,68,150,7,4,5,49,184,25,42,27,7,6,41,3,0,67,2,5,1,1,1,3,0,0,0,0,0,0,45,6,1,801
2016-06-24,6,25,6,2016,46,94,161,7,5,1,39,199,21,37,29,3,10,38,0,1,51,4,0,2,2,0,2,0,0,0,0,0,0,50,5,0,807
2016-06-25,7,25,6,2016,37,95,156,3,6,3,48,192,26,31,44,6,13,43,0,1,66,1,0,2,0,1,3,0,0,0,0,0,0,30,4,1,812
2016-06-26,1,25,6,2016,24,106,191,3,9,6,50,166,17,30,31,5,3,33,0,1,56,4,0,1,1,1,3,0,0,0,0,0,0,24,9,0,774
2016-06-27,2,26,6,2016,51,71,148,2,5,3,46,171,20,29,48,4,10,47,1,1,59,2,0,0,1,1,1,0,1,0,0,0,0,41,7,1,771
2016-06-28,3,26,6,2016,58,79,140,2,6,4,49,185,24,29,28,7,9,31,0,0,55,2,6,1,0,1,1,0,0,0,0,0,0,47,3,0,767
2016-06-29,4,26,6,2016,57,90,140,4,6,2,46,184,30,25,22,4,16,48,2,0,68,3,7,1,1,2,1,0,0,0,0,0,0,43,2,0,804
2016-06-30,5,26,6,2016,49,100,141,2,3,2,52,204,21,26,43,5,15,39,0,1,58,2,1,1,1,0,1,0,0,1,0,0,0,75,4,0,847
2016-07-01,6,26,7,2016,117,98,145,3,15,12,59,183,31,39,36,10,13,54,0,1,60,2,1,2,1,1,1,0,1,0,0,0,0,65,9,0,959
