weekday,weekno,crimedate,DECEPTIVE_PRACTICE,CRIMINAL_DAMAGE,BATTERY,INTERFERENCE_WITH_PUBLIC_OFFICER,OFFENSE_INVOLVING_CHILDREN,SEX_OFFENSE,OTHER_OFFENSE,THEFT,CRIMINAL_TRESPASS,ROBBERY,MOTOR_VEHICLE_THEFT,PUBLIC_PEACE_VIOLATION,WEAPONS_VIOLATION,BURGLARY,INTIMIDATION,LIQUOR_LAW_VIOLATION,ASSAULT,HOMICIDE,PROSTITUTION,GAMBLING,STALKING,KIDNAPPING,ARSON,OBSCENITY,CONCEALED_CARRY_LICENSE_VIOLATION,PUBLIC_INDECENCY,HUMAN_TRAFFICKING,RITUALISM,DOMESTIC_VIOLENCE,NARCOTICS,CRIMINAL_SEXUAL_ASSAULT,NON_CRIMINAL,TOTAL_CRIMES
3,3,2009-01-13,33,75,155,0,6,4,65,204,35,34,27,3,8,61,1,2,41,1,13,1,0,1,2,0,0,0,0,0,0,110,1,0,883
4,3,2009-01-14,32,73,154,1,5,3,67,147,40,33,33,4,12,67,1,2,60,0,17,0,0,1,1,0,0,0,0,0,0,114,0,0,867
5,3,2009-01-15,34,61,127,0,8,2,73,185,26,37,49,6,7,37,0,1,51,0,25,1,0,0,1,0,0,0,0,0,0,103,4,0,838
6,3,2009-01-16,35,102,126,0,11,4,73,186,33,43,60,6,9,63,2,4,42,0,16,0,1,0,0,0,0,0,0,0,0,113,0,0,929
7,3,2009-01-17,23,135,183,1,7,4,70,186,33,39,30,7,9,37,2,1,46,1,17,0,0,0,1,0,0,0,0,0,0,148,1,0,981
1,3,2009-01-18,23,91,179,1,5,0,74,144,29,33,33,4,7,32,1,1,49,1,2,1,0,0,2,0,0,0,0,0,0,91,4,0,807
2,4,2009-01-19,34,81,146,3,5,0,65,149,23,37,42,4,5,55,0,2,46,0,5,0,3,3,1,0,0,0,0,0,0,93,2,0,804
3,4,2009-01-20,47,96,180,4,16,4,78,198,26,45,37,6,9,57,0,4,62,0,15,0,1,1,0,0,0,1,0,0,0,139,1,0,1027
4,4,2009-01-21,43,104,151,1,6,2,77,201,34,43,43,8,8,64,1,2,67,0,25,0,0,0,0,0,0,0,0,0,0,152,6,0,1038
5,4,2009-01-22,36,95,174,1,5,0,68,188,20,50,44,9,13,68,3,1,64,0,20,2,0,2,4,0,0,0,0,0,0,140,5,0,1012
6,4,2009-01-23,51,119,147,2,7,2,72,183,39,34,33,11,10,56,0,2,44,0,20,1,0,1,0,0,0,0,0,0,0,142,3,0,979
7,4,2009-01-24,33,117,137,2,12,1,64,183,24,33,49,1,12,37,0,5,39,3,13,0,0,0,2,0,0,0,0,0,0,120,7,0,894
1,4,2009-01-25,28,122,161,2,12,3,73,159,26,34,30,4,5,33,0,3,46,1,8,0,0,0,0,0,0,0,0,0,0,99,4,0,853
2,5,2009-01-26,39,80,149,1,9,3,51,192,30,32,37,7,8,61,0,0,51,0,6,0,1,0,0,0,0,0,0,0,0,124,3,0,884
3,5,2009-01-27,39,86,156,1,7,1,83,177,45,38,38,6,10,62,1,0,74,1,12,0,0,1,2,0,0,0,0,0,0,141,6,0,987
4,5,2009-01-28,48,81,139,0,6,4,64,192,35,40,42,3,10,63,0,1,67,4,15,1,0,1,1,0,0,0,0,0,0,150,2,0,969
5,5,2009-01-29,46,85,151,1,9,2,74,192,37,39,34,7,11,53,0,1,50,1,17,1,0,1,1,0,0,0,0,0,0,131,0,0,944
6,5,2009-01-30,52,107,165,1,8,1,75,184,44,41,49,7,8,63,1,0,72,3,12,1,0,2,0,0,0,0,0,0,0,136,2,0,1034
7,5,2009-01-31,27,98,187,1,11,2,71,170,32,55,32,4,5,47,1,3,45,2,10,0,1,2,2,0,0,0,0,0,0,141,3,0,952
1,5,2009-02-01,30,112,201,3,15,7,103,254,21,35,20,9,6,35,1,3,45,2,9,0,1,0,2,0,0,0,0,0,0,81,5,0,1000
2,6,2009-02-02,64,76,177,4,6,5,72,221,24,31,31,5,9,73,2,1,59,0,15,0,0,2,0,0,0,0,0,0,0,104,6,0,987
3,6,2009-02-03,35,97,140,0,5,5,81,196,36,20,45,7,9,48,2,1,51,0,15,0,1,4,1,0,0,0,0,0,0,155,1,0,955
4,6,2009-02-04,33,80,166,3,4,4,65,172,30,33,43,3,7,49,0,5,63,0,6,1,0,0,2,0,0,0,0,0,0,154,6,0,929
5,6,2009-02-05,43,73,178,0,5,2,70,207,35,38,36,9,5,64,2,2,72,0,15,0,0,1,1,0,0,0,0,0,0,166,5,0,1029
6,6,2009-02-06,44,125,181,4,9,1,76,218,43,47,56,22,10,66,2,5,51,0,28,2,3,0,4,0,0,0,0,0,0,137,2,0,1136
7,6,2009-02-07,35,123,229,1,9,2,73,215,25,31,41,10,15,46,1,2,57,1,16,2,0,1,0,0,0,0,0,0,0,123,7,0,1065
1,6,2009-02-08,33,141,214,2,8,1,78,161,14,39,38,6,10,40,1,0,40,2,4,3,0,1,0,0,0,0,0,0,0,106,4,0,946
2,7,2009-02-09,48,124,167,1,4,3,68,213,32,34,45,9,10,68,2,2,74,0,10,1,0,1,1,0,0,0,0,0,0,123,5,0,1045
3,7,2009-02-10,40,123,187,0,6,3,84,175,37,46,34,16,12,67,1,6,86,0,14,4,0,0,3,0,0,0,0,0,0,172,8,0,1124
4,7,2009-02-11,36,121,175,1,4,2,91,199,24,35,30,2,19,51,0,0,61,0,16,1,1,2,3,0,0,0,0,0,0,158,4,0,1036
5,7,2009-02-12,42,132,134,1,7,4,79,202,32,31,50,6,11,52,0,3,64,1,20,2,1,0,1,0,0,0,0,0,0,168,1,0,1044
6,7,2009-02-13,45,143,167,3,9,3,75,210,24,50,38,9,9,73,0,1,55,2,13,1,0,0,2,0,0,0,0,0,0,133,4,0,1069
7,7,2009-02-14,40,149,195,3,10,2,79,215,26,41,39,4,5,46,1,5,50,3,12,3,2,1,1,0,0,0,0,0,0,132,4,0,1068
1,7,2009-02-15,19,125,202,1,7,2,75,175,34,35,39,6,9,39,1,3,42,2,6,1,0,1,3,0,0,0,0,0,0,82,7,0,916
2,8,2009-02-16,25,116,154,3,9,3,81,206,28,29,39,2,3,54,0,3,50,1,9,0,0,0,3,0,0,0,0,0,0,135,4,0,957
3,8,2009-02-17,55,124,161,5,5,5,74,212,52,25,44,8,7,53,1,2,68,1,25,0,1,0,1,0,0,0,0,0,0,136,4,0,1069
4,8,2009-02-18,51,105,156,1,7,2,78,214,40,39,45,13,13,77,0,3,66,1,21,0,1,1,0,0,0,0,0,0,0,161,2,0,1097
5,8,2009-02-19,32,113,163,0,6,6,88,160,25,37,45,6,14,54,1,3,57,0,15,0,0,1,3,1,0,0,0,0,0,162,1,0,993
6,8,2009-02-20,44,123,201,2,14,2,79,230,38,25,47,8,12,67,0,5,55,3,13,0,1,2,0,0,0,0,0,0,0,132,3,0,1106
7,8,2009-02-21,31,107,169,2,7,1,44,166,18,34,47,1,10,44,2,1,40,1,11,0,0,1,2,0,0,0,0,0,0,101,1,0,841
1,8,2009-02-22,27,104,173,2,8,2,57,147,29,31,35,3,4,38,0,4,52,1,4,0,0,1,2,0,0,0,0,0,0,80,4,1,809
2,9,2009-02-23,41,102,161,5,3,3,68,179,23,35,42,6,5,67,1,1,60,1,4,1,2,2,1,0,0,0,0,0,0,122,4,0,939
3,9,2009-02-24,34,104,181,2,7,5,66,182,27,24,32,7,10,62,0,2,65,1,9,2,1,2,3,0,0,0,0,0,0,130,5,0,963
4,9,2009-02-25,40,136,216,3,9,6,96,206,35,40,33,19,10,58,1,2,80,2,8,1,1,0,1,0,0,0,0,0,0,152,2,0,1157
5,9,2009-02-26,24,105,175,1,7,2,83,181,20,35,32,4,7,69,1,2,70,0,12,0,1,1,1,0,0,0,0,0,0,98,7,0,938
6,9,2009-02-27,42,141,162,2,13,8,67,198,34,35,48,7,6,52,0,2,68,1,18,0,1,0,3,0,0,0,0,0,0,143,0,0,1051
7,9,2009-02-28,37,115,176,0,11,2,76,202,21,43,51,4,4,40,0,1,47,0,18,1,1,1,1,0,0,0,0,0,0,111,3,0,966
1,9,2009-03-01,50,109,191,1,11,7,118,214,32,36,47,6,4,46,0,2,46,1,1,0,1,0,1,0,0,0,0,0,0,63,10,0,997
2,10,2009-03-02,38,84,117,3,4,6,72,191,22,30,40,3,6,43,1,1,46,0,7,1,0,1,1,0,0,0,0,0,0,108,4,0,829
3,10,2009-03-03,43,103,172,3,6,7,70,212,37,31,37,6,6,56,1,3,63,1,14,1,2,2,2,0,0,0,0,0,0,151,8,0,1037
4,10,2009-03-04,74,124,197,1,6,2,87,217,44,43,31,7,8,58,0,4,50,0,20,1,1,0,3,0,0,0,0,0,0,144,1,0,1123
5,10,2009-03-05,52,128,218,2,8,2,71,184,45,41,37,16,15,63,1,1,96,0,16,3,1,0,2,0,0,0,0,0,0,158,2,0,1162
6,10,2009-03-06,55,154,257,3,16,3,71,224,42,41,49,12,11,65,1,3,89,2,24,4,0,0,2,0,0,0,0,0,0,137,3,0,1268
7,10,2009-03-07,41,132,207,3,6,1,74,229,21,33,35,5,7,43,0,6,45,1,17,1,0,0,4,0,0,0,0,0,0,119,4,0,1034
1,10,2009-03-08,28,137,178,1,3,1,72,153,33,36,37,7,0,44,0,1,36,0,2,0,0,1,2,0,0,0,0,0,0,94,5,0,871
2,11,2009-03-09,46,120,168,3,7,4,71,225,37,46,36,8,13,76,0,1,55,1,4,1,0,0,0,0,0,0,0,0,0,109,4,0,1035
3,11,2009-03-10,55,139,184,0,4,6,85,207,29,37,35,11,9,74,1,0,69,1,11,2,0,0,2,0,0,0,0,0,0,143,4,0,1108
4,11,2009-03-11,43,132,212,0,7,3,67,222,36,37,46,5,10,58,1,3,81,1,14,2,0,1,0,0,0,0,0,0,0,146,5,0,1132
5,11,2009-03-12,53,126,207,3,7,6,77,208,33,25,46,13,9,63,0,7,72,0,18,1,0,2,1,0,0,0,0,0,0,172,2,0,1151
6,11,2009-03-13,48,123,228,4,12,6,84,225,32,32,58,14,9,68,0,3,80,1,18,1,2,0,1,0,0,0,0,0,0,167,4,0,1220
7,11,2009-03-14,21,168,231,1,8,4,77,229,27,39,48,11,10,40,0,2,61,0,16,3,0,0,3,1,0,0,0,0,0,109,3,0,1112
1,11,2009-03-15,26,154,248,0,8,5,93,200,23,47,34,11,6,46,0,6,62,0,3,2,0,0,1,0,0,0,0,0,0,72,2,0,1049
2,12,2009-03-16,45,114,213,3,3,4,72,179,32,36,31,11,7,60,2,4,77,1,9,3,1,2,3,0,0,0,0,0,0,121,2,0,1035
3,12,2009-03-17,23,157,255,2,4,7,70,225,32,55,37,14,8,78,1,0,103,4,15,5,1,2,5,0,0,0,0,0,0,155,5,0,1263
4,12,2009-03-18,40,148,239,0,4,4,81,186,45,49,28,9,11,67,0,2,82,0,17,2,1,1,2,0,0,0,0,0,0,130,4,0,1152
5,12,2009-03-19,40,115,199,0,4,2,87,203,42,39,38,6,14,75,1,2,69,1,18,4,2,1,2,0,0,0,0,0,0,127,2,0,1093
6,12,2009-03-20,37,157,207,5,4,0,74,214,37,43,45,11,13,82,2,4,79,0,32,1,1,1,5,0,0,0,0,0,0,125,6,0,1185
7,12,2009-03-21,28,158,231,1,10,2,63,208,33,23,48,12,14,53,1,2,68,0,4,5,0,0,0,0,0,0,0,0,0,142,5,0,1111
1,12,2009-03-22,26,152,220,2,11,1,59,158,22,51,38,9,9,51,0,3,71,1,4,5,0,0,6,0,0,0,0,0,0,86,9,0,994
2,13,2009-03-23,36,134,193,1,5,3,73,240,35,35,36,10,17,72,0,3,63,0,14,1,1,0,2,0,0,0,0,0,0,104,2,0,1080
3,13,2009-03-24,43,156,206,2,6,2,77,251,41,32,40,6,12,85,3,2,80,1,20,2,2,1,3,0,0,0,0,0,0,170,5,0,1248
4,13,2009-03-25,31,156,200,2,6,4,80,231,41,48,41,11,15,71,1,3,85,0,10,0,0,1,2,0,0,0,0,0,0,159,2,0,1200
5,13,2009-03-26,38,148,207,2,7,6,70,248,31,49,37,17,11,81,2,3,78,1,15,10,1,0,5,0,0,0,0,0,0,140,4,0,1211
6,13,2009-03-27,42,140,153,1,9,1,78,221,33,37,37,8,10,77,1,1,47,1,25,1,0,0,4,0,0,1,0,0,0,161,4,0,1093
7,13,2009-03-28,25,129,198,1,6,4,65,235,33,42,55,4,8,40,2,2,42,1,8,0,1,0,3,0,0,0,0,0,0,119,4,0,1027
1,13,2009-03-29,29,112,158,3,7,6,66,160,32,39,23,4,7,35,1,0,44,0,3,0,0,1,1,1,0,0,0,0,0,83,8,0,823
2,14,2009-03-30,47,124,165,1,10,3,95,229,35,34,27,12,10,72,0,4,64,0,8,1,2,0,1,1,0,0,0,0,0,118,3,0,1066
3,14,2009-03-31,39,98,152,1,1,0,75,222,30,33,42,9,11,70,0,2,59,0,24,1,0,1,0,0,0,0,0,0,0,107,3,0,980
4,14,2009-04-01,67,131,156,2,22,7,115,283,36,43,48,8,7,74,0,1,71,1,13,3,0,1,1,0,0,0,0,0,0,161,6,0,1257
5,14,2009-04-02,46,102,197,1,4,4,51,223,34,40,34,6,9,60,2,0,86,1,12,1,3,0,2,0,0,0,0,0,0,119,5,0,1042
6,14,2009-04-03,48,136,190,2,11,3,69,250,27,40,45,13,12,72,0,4,83,1,15,3,0,2,0,0,0,0,0,0,0,145,8,0,1179
7,14,2009-04-04,35,151,201,1,10,5,70,196,26,53,44,7,12,39,0,4,54,1,12,5,1,1,3,0,0,0,0,0,0,136,4,0,1071
1,14,2009-04-05,20,116,189,0,7,3,78,179,20,29,39,5,5,44,0,4,43,1,2,0,0,0,3,0,0,0,0,0,0,66,3,0,856
2,15,2009-04-06,44,112,138,3,5,1,90,199,27,36,39,9,13,50,1,2,50,1,3,1,0,0,2,0,0,0,0,0,0,105,3,0,934
3,15,2009-04-07,45,154,165,0,7,2,93,205,51,29,32,12,9,83,0,0,59,1,15,1,0,1,0,0,0,0,0,0,0,137,0,0,1101
4,15,2009-04-08,39,145,160,0,10,2,93,221,46,42,27,7,18,63,0,1,69,2,15,4,0,0,6,0,0,0,0,0,0,179,2,0,1151
5,15,2009-04-09,36,145,182,1,8,3,65,237,34,29,34,10,19,69,1,3,52,2,20,3,0,1,0,0,0,0,0,0,0,158,1,0,1113
6,15,2009-04-10,35,151,168,0,5,2,70,209,47,48,44,8,8,55,1,4,46,0,21,0,0,0,1,0,0,0,0,0,0,152,3,0,1078
7,15,2009-04-11,31,162,175,3,7,1,75,215,24,35,41,5,16,62,0,2,69,0,5,1,0,0,3,0,0,0,0,0,0,138,5,0,1075
1,15,2009-04-12,17,132,202,1,12,3,74,143,15,27,36,8,3,61,0,2,60,0,3,4,0,0,1,0,0,0,0,0,0,70,2,0,876
2,16,2009-04-13,38,106,149,2,3,3,77,188,22,32,46,4,9,65,0,3,58,0,4,1,1,2,2,0,0,0,0,0,0,88,1,0,904
3,16,2009-04-14,53,138,185,2,6,6,67,220,32,37,27,3,3,72,0,2,68,1,11,0,0,0,2,0,0,0,0,0,0,123,2,0,1060
4,16,2009-04-15,41,125,201,1,11,5,87,279,34,25,34,13,14,69,2,2,75,1,7,5,0,0,5,0,0,0,0,0,0,146,4,0,1186
5,16,2009-04-16,37,139,203,1,8,6,81,221,24,59,29,12,17,66,1,3,83,1,15,4,0,0,2,0,0,0,0,0,0,127,6,0,1145
6,16,2009-04-17,43,189,223,2,10,8,69,260,23,51,35,16,19,78,0,2,77,3,11,4,0,0,4,0,0,0,0,0,0,138,4,0,1269
7,16,2009-04-18,38,142,257,1,7,3,62,215,21,37,44,10,16,61,1,2,72,1,10,1,0,1,1,0,0,0,0,0,0,75,5,0,1083
1,16,2009-04-19,22,156,194,0,7,4,75,161,39,51,30,2,2,51,0,0,49,3,1,0,0,0,0,0,0,0,0,0,0,65,3,0,915
2,17,2009-04-20,47,140,171,1,6,4,74,251,39,41,34,4,11,95,0,4,76,0,2,2,0,0,0,0,0,0,0,0,0,78,5,0,1085
3,17,2009-04-21,35,94,174,2,4,1,74,256,42,35,26,9,12,65,0,2,67,1,13,1,0,0,2,0,0,0,0,0,0,130,1,0,1046
4,17,2009-04-22,40,153,209,0,5,4,74,231,38,44,41,7,13,80,0,7,87,5,13,4,0,1,3,0,0,0,0,0,0,157,3,0,1219
5,17,2009-04-23,34,126,170,0,5,3,91,188,36,47,42,11,22,84,0,3,73,4,10,3,0,2,1,0,0,0,0,0,0,129,4,0,1088
6,17,2009-04-24,43,133,259,2,9,2,84,214,36,34,36,16,25,98,0,3,104,1,15,1,0,3,2,0,0,0,0,0,0,116,4,0,1240
7,17,2009-04-25,22,160,244,1,9,2,79,223,29,54,43,4,12,56,0,1,69,1,10,2,0,0,0,0,0,0,0,0,0,111,2,0,1134
1,17,2009-04-26,27,155,234,2,4,2,65,183,29,47,34,5,7,57,0,3,57,1,3,3,2,1,1,0,0,0,0,0,0,87,9,0,1018
2,18,2009-04-27,56,135,215,1,8,0,62,227,37,47,48,13,7,97,0,1,79,3,2,2,0,0,2,1,0,0,0,0,0,57,4,0,1104
3,18,2009-04-28,39,113,219,3,2,3,70,248,38,38,43,6,10,79,1,3,72,1,13,3,0,2,0,0,0,0,0,0,0,107,2,0,1115
4,18,2009-04-29,35,139,235,1,8,1,71,222,31,35,44,7,10,69,0,2,73,0,10,2,0,2,0,0,0,0,0,0,0,148,2,0,1147
5,18,2009-04-30,46,119,197,1,4,2,73,208,30,40,39,6,6,82,1,2,67,2,12,5,1,1,2,0,0,0,0,0,0,130,5,0,1081
6,18,2009-05-01,74,177,200,2,18,6,107,303,42,54,39,8,18,83,1,1,60,0,12,5,0,0,3,0,0,0,0,0,0,129,13,0,1355
7,18,2009-05-02,33,146,231,1,6,3,73,197,32,39,28,4,13,63,1,3,54,5,9,3,0,0,1,0,0,0,0,0,0,106,7,0,1058
1,18,2009-05-03,22,136,260,1,7,4,57,168,20,36,40,12,14,52,0,2,72,5,1,2,0,0,1,0,0,0,0,0,0,68,3,0,983
2,19,2009-05-04,43,134,220,2,7,0,70,214,33,47,37,14,6,61,0,1,75,0,12,7,1,1,1,0,0,0,0,0,0,97,4,0,1087
3,19,2009-05-05,41,137,230,3,5,3,89,225,44,49,37,16,11,62,3,2,67,1,17,5,0,1,5,0,0,0,0,0,0,142,3,0,1198
4,19,2009-05-06,37,121,183,4,8,1,74,228,39,34,41,9,10,75,1,2,94,1,11,4,3,0,4,0,0,0,0,0,0,127,2,0,1113
5,19,2009-05-07,32,142,201,3,11,5,60,248,39,43,50,8,25,74,2,0,86,0,17,2,0,0,4,0,0,0,0,0,0,153,3,0,1208
6,19,2009-05-08,49,164,238,2,8,4,68,230,34,41,30,11,17,93,1,6,79,1,15,10,1,1,1,0,0,0,0,0,0,141,2,0,1247
7,19,2009-05-09,33,177,229,3,10,5,65,237,23,43,32,8,12,66,0,2,65,0,15,1,0,0,2,0,0,0,0,0,0,111,3,0,1142
1,19,2009-05-10,28,137,207,3,8,2,66,189,23,51,36,6,6,49,0,1,77,0,4,4,1,0,1,0,0,0,0,0,0,86,9,0,994
2,20,2009-05-11,34,130,224,1,7,6,69,256,42,51,40,10,6,71,1,0,81,0,4,1,0,1,2,0,0,0,0,0,0,114,2,0,1153
3,20,2009-05-12,41,159,217,3,3,3,77,234,29,36,39,16,12,78,1,2,87,0,19,7,2,0,0,0,0,0,0,0,0,155,0,0,1220
4,20,2009-05-13,43,154,189,0,6,4,83,242,35,36,34,10,16,86,0,1,59,2,11,0,0,1,1,0,0,0,0,0,0,127,0,0,1140
5,20,2009-05-14,34,152,219,6,1,2,61,210,32,45,36,13,13,82,0,2,75,1,12,4,1,0,1,0,0,0,0,0,0,171,2,0,1175
6,20,2009-05-15,36,139,170,0,9,6,84,258,38,60,38,9,10,84,3,4,49,2,12,1,0,1,1,0,0,0,0,0,0,128,7,0,1149
7,20,2009-05-16,25,160,202,0,8,2,68,235,32,53,48,9,18,68,0,4,68,3,12,4,0,1,3,0,0,0,0,0,0,109,6,0,1138
1,20,2009-05-17,25,138,240,0,4,5,56,212,24,44,30,9,8,49,0,1,63,4,3,9,0,0,3,0,0,0,0,0,0,79,8,0,1014
2,21,2009-05-18,37,137,209,0,9,3,67,228,27,42,44,11,18,88,0,0,65,1,8,5,0,2,2,0,0,0,0,0,0,109,3,0,1115
3,21,2009-05-19,30,149,214,4,4,2,73,229,41,36,28,15,18,80,2,3,81,1,14,6,1,1,2,0,0,0,0,0,0,134,4,0,1172
4,21,2009-05-20,40,142,242,4,5,0,69,235,42,44,36,12,12,73,2,1,96,1,13,3,0,1,2,0,0,0,0,0,0,151,5,0,1231
5,21,2009-05-21,33,146,231,1,8,2,71,216,28,46,34,12,17,82,1,5,92,4,17,0,0,1,0,0,0,0,0,0,0,124,5,0,1176
6,21,2009-05-22,37,154,245,3,6,5,59,252,38,46,33,12,18,92,0,2,76,0,15,4,1,1,2,0,0,0,0,0,0,96,2,0,1199
7,21,2009-05-23,36,143,244,3,8,3,62,218,23,44,29,8,7,54,0,4,65,2,10,4,0,0,2,0,0,0,0,0,0,116,3,0,1088
1,21,2009-05-24,27,151,276,0,6,9,66,207,31,46,35,9,12,60,0,1,59,1,2,0,0,0,1,0,0,0,0,0,0,75,4,0,1078
2,22,2009-05-25,21,122,202,0,4,4,83,198,23,29,39,4,10,48,1,2,53,1,7,1,0,0,1,0,0,0,0,0,0,109,6,0,968
3,22,2009-05-26,54,115,186,0,8,4,72,225,31,49,42,11,12,72,0,1,74,0,16,5,0,1,0,0,0,0,0,0,0,103,2,0,1083
4,22,2009-05-27,48,131,209,1,6,7,81,230,36,58,31,10,21,89,1,0,79,0,12,5,1,0,2,0,0,0,0,0,0,118,4,0,1180
5,22,2009-05-28,43,144,237,2,10,4,72,240,31,56,46,9,15,88,1,4,82,0,19,2,1,2,0,1,0,0,0,0,0,149,3,0,1261
6,22,2009-05-29,47,145,192,1,8,6,81,245,35,44,34,11,21,71,3,2,71,3,22,4,0,0,3,0,0,0,0,0,0,140,4,0,1193
7,22,2009-05-30,26,165,239,1,2,5,68,195,26,59,45,8,13,59,0,3,62,2,3,6,1,2,2,0,0,0,0,0,0,105,2,0,1099
1,22,2009-05-31,15,129,240,3,6,3,63,193,35,47,49,9,10,44,0,5,56,6,11,2,0,3,2,0,0,0,0,0,0,95,3,0,1029
2,23,2009-06-01,70,131,182,1,27,13,122,321,34,31,39,4,12,86,1,2,94,2,6,4,2,0,3,0,0,0,0,0,0,107,9,0,1303
3,23,2009-06-02,49,150,166,3,7,1,70,224,34,42,44,7,13,76,0,1,63,0,20,6,1,0,0,0,0,0,0,0,0,163,4,0,1144
4,23,2009-06-03,42,148,190,0,6,5,68,213,32,48,33,7,13,75,2,1,69,2,11,5,2,2,3,0,0,0,0,0,0,154,4,0,1135
5,23,2009-06-04,47,124,185,1,5,9,61,222,31,39,31,5,14,79,0,0,63,2,11,7,0,0,3,0,0,0,0,0,0,161,1,0,1101
6,23,2009-06-05,56,125,194,3,9,3,63,223,30,40,39,17,15,102,0,3,96,1,19,3,0,0,2,0,0,0,0,0,0,125,0,0,1168
7,23,2009-06-06,42,169,222,0,7,2,58,230,24,33,40,4,8,59,0,1,54,1,3,1,1,1,1,0,0,0,0,0,0,69,4,0,1034
1,23,2009-06-07,23,168,205,1,7,2,67,187,14,44,45,2,5,46,0,4,60,1,7,7,2,1,1,0,0,0,0,0,0,104,4,0,1007
2,24,2009-06-08,44,143,232,4,8,2,75,225,35,50,46,13,13,60,1,0,83,3,5,1,0,0,1,0,0,0,0,0,0,118,3,0,1165
3,24,2009-06-09,37,144,200,1,2,5,76,188,35,40,34,13,12,70,1,3,53,1,20,4,0,1,0,0,0,0,0,0,0,141,6,0,1087
4,24,2009-06-10,44,134,190,1,7,2,91,228,36,35,45,8,16,85,0,4,71,0,25,5,0,1,1,0,0,0,0,0,0,147,3,0,1179
5,24,2009-06-11,44,118,145,0,6,2,63,211,39,31,38,5,15,75,0,2,38,0,22,3,0,2,2,0,0,0,0,0,0,141,5,0,1007
6,24,2009-06-12,52,181,241,2,9,0,87,252,21,51,34,17,15,84,0,5,74,0,15,9,0,0,0,0,0,0,0,0,0,151,4,0,1304
7,24,2009-06-13,34,159,256,1,9,2,65,202,32,37,34,9,16,52,0,0,54,1,0,2,2,2,5,0,0,0,0,0,0,103,5,0,1082
1,24,2009-06-14,22,157,246,1,9,1,78,177,19,43,33,11,5,59,0,2,83,1,5,5,0,1,4,0,0,0,0,0,0,95,5,0,1062
2,25,2009-06-15,48,131,192,0,4,4,87,230,32,51,35,9,8,79,0,2,80,0,3,3,2,0,2,0,0,0,0,0,0,91,4,0,1097
3,25,2009-06-16,47,135,165,3,9,3,60,195,21,59,34,2,10,81,0,1,44,2,18,0,2,1,1,0,0,0,0,0,0,96,4,0,993
4,25,2009-06-17,45,141,181,1,4,7,73,223,23,39,46,6,11,81,0,1,83,3,16,6,0,1,2,0,0,0,0,0,0,120,2,0,1115
5,25,2009-06-18,37,127,227,1,9,4,66,211,36,54,40,18,12,68,0,4,76,1,16,5,1,1,2,0,0,0,0,0,0,127,4,0,1147
6,25,2009-06-19,37,128,181,0,10,3,59,232,36,49,46,6,14,88,1,3,64,3,10,4,0,2,0,0,0,0,0,0,0,97,4,0,1077
7,25,2009-06-20,44,150,263,1,9,5,80,244,22,56,40,13,10,76,1,1,63,1,11,4,0,0,1,0,0,0,0,0,0,74,2,0,1171
1,25,2009-06-21,22,165,351,2,15,3,63,178,20,50,39,9,12,75,0,1,75,3,10,3,1,0,2,0,0,0,0,0,0,54,5,0,1158
2,26,2009-06-22,56,149,248,2,5,2,81,235,26,57,44,10,13,78,0,0,77,1,6,2,2,0,2,0,0,0,0,0,0,95,2,0,1193
3,26,2009-06-23,47,142,248,0,9,4,80,232,34,52,39,12,9,88,1,3,83,3,14,3,1,1,5,0,0,0,0,0,0,118,2,0,1230
4,26,2009-06-24,44,130,240,0,1,6,73,260,39,49,54,7,15,86,3,1,62,1,17,5,1,1,0,1,0,0,0,0,0,125,4,0,1225
5,26,2009-06-25,26,130,204,0,4,1,62,223,35,46,46,7,11,95,1,1,69,1,5,4,0,1,0,0,0,0,0,0,0,107,5,0,1084
6,26,2009-06-26,35,142,250,2,8,0,65,244,31,58,39,12,13,73,2,5,81,3,13,7,1,3,1,0,0,0,0,0,0,130,1,0,1219
7,26,2009-06-27,46,158,297,1,10,1,68,245,24,47,48,9,19,86,1,5,91,6,1,3,1,1,5,0,0,1,0,0,0,96,3,0,1273
1,26,2009-06-28,27,169,262,1,9,6,48,238,30,42,30,9,13,78,0,0,63,0,2,1,1,1,2,0,0,0,0,0,0,82,5,0,1119
2,27,2009-06-29,32,150,212,0,9,2,71,236,20,63,51,7,11,103,0,0,83,0,4,4,0,0,2,0,0,0,0,0,0,117,6,0,1183
3,27,2009-06-30,49,144,177,2,7,6,74,246,36,51,46,17,15,90,0,1,71,2,10,3,0,0,0,0,0,0,0,0,0,164,3,0,1214
4,27,2009-07-01,59,142,161,0,11,15,104,334,42,57,46,9,13,84,1,4,57,0,13,6,1,0,4,0,0,0,0,0,0,152,9,0,1324
5,27,2009-07-02,51,143,173,0,6,2,58,261,34,47,42,7,13,81,0,0,68,2,13,4,0,0,2,0,0,0,0,0,0,131,6,0,1144
6,27,2009-07-03,33,142,207,2,10,5,63,249,23,76,47,28,10,80,0,5,44,2,13,5,1,2,2,0,0,0,0,0,0,102,4,0,1155
7,27,2009-07-04,23,164,243,2,5,4,66,178,13,48,46,12,8,61,0,1,67,1,3,2,1,1,1,0,0,0,0,0,0,60,4,0,1014
1,27,2009-07-05,20,150,240,0,7,4,60,197,14,44,39,7,13,59,0,2,73,6,3,6,0,0,3,0,0,0,0,0,0,63,3,0,1013
